IdCaso,Id,DIAH,MESH,ANNOH,COD_DANE_MUN,DEPTO_CASO,MUNINICIO_CASO,Sexo,Etnia,OcupacionVictima,CalidadVictima,TipoPoblacionVulnerable,Grupo,DESCRIPCION_GRUPO,SituacionActualVictima,AfectacionHeridos,CircunstanciaMuerteVictima,ActividadDesarrolladaMomentoAfectacion,Estado
445285,490455,7,3,2004,50330,Meta,Mesetas,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445285,490456,7,3,2004,50330,Meta,Mesetas,S,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445286,490457,8,3,2004,27787,Chocó,Tadó,H,Indígena,Campesino,Civil,,,,Herida,Pérdida de miembro(s),,Sin información,Publicado
445287,490458,10,3,2004,19701,Cauca,Santa rosa,H,Indígena,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445287,490459,10,3,2004,19701,Cauca,Santa rosa,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445288,490460,11,3,2004,19701,Cauca,Santa rosa,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445288,490461,11,3,2004,19701,Cauca,Santa rosa,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445289,490462,14,3,2004,13244,Bolívar,El carmen de bolívar,H,,Campesino,Civil,,,,Herida,Pérdida de miembro(s),,Sin información,Publicado
445290,490463,17,3,2004,97001,Vaupés,Mitú,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445291,490464,4,4,2004,19517,Cauca,Páez,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445291,490465,4,4,2004,19517,Cauca,Páez,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445292,490466,28,4,2004,70508,Sucre,Ovejas,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445294,490469,25,4,2004,23580,Córdoba,Puerto libertador,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445295,490470,24,4,2004,17662,Caldas,Samaná,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445295,490471,24,4,2004,17662,Caldas,Samaná,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445296,490472,19,4,2004,5652,Antioquia,San francisco,H,,Campesino,Civil,,,,Muerta,,Murió recibiendo atención médica,Sin información,Publicado
445297,490473,18,4,2004,13244,Bolívar,El carmen de bolívar,H,,Campesino,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445298,490474,17,4,2004,54810,Norte de santander,Tibú,H,,Campesino,Civil,,,,Herida,Herida(s),,Tránsito por trocha o camino,Publicado
445299,490475,15,4,2004,54800,Norte de santander,Teorama,H,,Campesino,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445299,490476,15,4,2004,54800,Norte de santander,Teorama,H,,Campesino,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445300,490477,5,4,2004,70771,Sucre,Sucre,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Tránsito por trocha o camino,Publicado
445301,490478,8,6,2004,18753,Caquetá,San vicente del caguán,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445302,490479,12,6,2004,76001,Valle del cauca,Cali,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445302,490480,12,6,2004,76001,Valle del cauca,Cali,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445304,490482,27,6,2004,20228,Cesar,Curumaní,H,,Sin información,Civil,,,,Herida,Pérdida de miembro(s),,Sin información,Publicado
445305,490483,20,6,2004,5652,Antioquia,San francisco,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445305,490484,20,6,2004,5652,Antioquia,San francisco,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445306,490485,21,6,2004,15518,Boyacá,Pajarito,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445307,490486,26,6,2004,73168,Tolima,Chaparral,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445307,490487,26,6,2004,73168,Tolima,Chaparral,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445307,490488,26,6,2004,73168,Tolima,Chaparral,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445308,490489,5,7,2004,17662,Caldas,Samaná,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445309,490490,6,7,2004,13894,Bolívar,Zambrano,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445310,490491,10,7,2004,5649,Antioquia,San carlos,H,,Empleado,Civil,,,,Herida,Herida(s),,Mantenimiento de infraestructura,Publicado
445310,490492,10,7,2004,5649,Antioquia,San carlos,H,,Empleado,Civil,,,,Herida,Herida(s),,Mantenimiento de infraestructura,Publicado
445311,490493,22,7,2004,17380,Caldas,La dorada,M,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445311,490494,22,7,2004,17380,Caldas,La dorada,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445311,490495,22,7,2004,17380,Caldas,La dorada,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445312,490496,4,8,2004,5652,Antioquia,San francisco,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445313,490497,11,8,2004,19256,Cauca,El tambo,H,,Campesino,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445314,490498,15,8,2004,5313,Antioquia,Granada,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445314,490499,15,8,2004,5313,Antioquia,Granada,M,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445314,490500,15,8,2004,5313,Antioquia,Granada,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445315,490501,23,8,2004,5483,Antioquia,Nariño,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445316,490502,29,8,2004,13244,Bolívar,El carmen de bolívar,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445317,490503,5,9,2004,5055,Antioquia,Argelia,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445317,490504,5,9,2004,5055,Antioquia,Argelia,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445317,490505,5,9,2004,5055,Antioquia,Argelia,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445317,490506,5,9,2004,5055,Antioquia,Argelia,S,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445318,490507,22,9,2004,19256,Cauca,El tambo,M,,Sin información,Civil,,,,Herida,Pérdida de miembro(s),,Trabajos de casa,Publicado
445319,490508,1,10,2004,54810,Norte de santander,Tibú,H,,Campesino,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445320,490509,1,10,2004,54001,Norte de santander,Cúcuta,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445321,490510,1,10,2004,54820,Norte de santander,Toledo,H,,Campesino,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445321,490511,1,10,2004,54820,Norte de santander,Toledo,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445322,490512,6,10,2004,18460,Caquetá,Milán,H,,Campesino,Civil,,,,Herida,Pérdida de miembro(s),,Sin información,Publicado
445323,490513,24,10,2004,50683,Meta,San juan de arama,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445323,490514,24,10,2004,50683,Meta,San juan de arama,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445324,490515,1,11,2004,5756,Antioquia,Sonsón,H,,Sin información,Civil,,,,Muerta,,Sin información,Sin información,Publicado
445325,490516,3,11,2004,20228,Cesar,Curumaní,H,,Sin información,Civil,,,,Herida,Pérdida de miembro(s),,Sin información,Publicado
445326,490517,26,12,2004,13670,Bolívar,San pablo,H,,Sin información,Civil,,,,Herida,Pérdida de miembro(s),,Sin información,Publicado
445327,490518,1,1,2005,18410,Caquetá,La montañita,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445328,490519,2,1,2005,18753,Caquetá,San vicente del caguán,H,,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445329,490520,10,1,2005,13894,Bolívar,Zambrano,H,,Sin información,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
445330,490521,20,1,2005,19100,Cauca,Bolívar,H,Indígena,Sin información,Civil,,,,Herida,Amputación de miembro(s),,Sin información,Publicado
445331,490522,21,1,2005,52612,Nariño,Ricaurte,H,Indígena,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445331,490523,21,1,2005,52612,Nariño,Ricaurte,H,Indígena,Sin información,Civil,,,,Herida,Herida(s),,Sin información,Publicado
445332,490524,27,1,2005,18753,Caquetá,San vicente del caguán,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Herida,Herida(s),,Sin información,Publicado
445332,490525,27,1,2005,18753,Caquetá,San vicente del caguán,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Herida,Herida(s),,Sin información,Publicado
445332,490526,27,1,2005,18753,Caquetá,San vicente del caguán,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Herida,Herida(s),,Sin información,Publicado
445333,490527,1,2,2013,52356,Nariño,Ipiales,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,Murió después de recibir atención médica,,Publicado
445334,490528,0,0,0,0,Sin informacion,Sin informacion,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445335,490529,22,1,1981,19212,Cauca,Corinto,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445336,490530,1,1,1984,70215,Sucre,Corozal,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445337,490531,14,4,1985,19821,Cauca,Toribío,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445338,490532,7,9,1985,5001,Antioquia,Medellín,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445339,490533,8,9,1985,73168,Tolima,Chaparral,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445340,490534,1,4,1986,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445341,490535,4,1,1987,19743,Cauca,Silvia,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445342,490536,27,4,1987,81065,Arauca,Arauquita,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445343,490537,7,7,1987,70265,Sucre,Guaranda,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445344,490538,1,10,1987,27660,Chocó,San josé del palmar,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445345,490539,28,10,1987,5197,Antioquia,Cocorná,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445346,490540,11,4,1988,20011,Cesar,Aguachica,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445350,490544,19,3,1989,5361,Antioquia,Ituango,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445351,490545,22,4,1989,19585,Cauca,Puracé,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445352,490546,25,8,1989,5887,Antioquia,Yarumal,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445353,490547,1,12,1989,41770,Huila,Suaza,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445354,490548,6,1,1990,5893,Antioquia,Yondó,H,,Sin información,Civil,,,,Herida,Afectación múltiple,,"Actividades agropecuarias, caza o pesca",Publicado
445355,490549,21,1,1990,54405,Norte de santander,Los patios,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445356,490550,24,4,1990,5250,Antioquia,El bagre,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445357,490551,1,6,1990,13744,Bolívar,Simití,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445358,490552,21,6,1990,13810,Bolívar,Tiquisio,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445359,490553,27,9,1990,86749,Putumayo,Sibundoy,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445360,490554,2,10,1990,54680,Norte de santander,Santiago,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445361,490555,12,11,1990,41020,Huila,Algeciras,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445362,490556,24,12,1990,5649,Antioquia,San carlos,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445363,490557,18,1,1991,68406,Santander,Lebrija,H,Afrocolombiano,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445364,490558,19,1,1991,19455,Cauca,Miranda,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445365,490559,10,2,1991,68081,Santander,Barrancabermeja,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445366,490560,1,3,1991,5893,Antioquia,Yondó,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445367,490561,25,3,1991,76233,Valle del cauca,Dagua,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445369,490563,8,4,1991,50150,Meta,Castilla la nueva,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445370,490564,13,4,1991,68689,Santander,San vicente de chucurí,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445371,490565,15,5,1991,18753,Caquetá,San vicente del caguán,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445372,490566,30,5,1991,15244,Boyacá,El cocuy,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445373,490567,3,6,1991,70230,Sucre,Chalán,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445374,490568,3,6,1991,70230,Sucre,Chalán,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445376,490570,1,7,1991,95001,Guaviare,San josé del guaviare,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445377,490571,29,7,1991,68689,Santander,San vicente de chucurí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445378,490572,28,8,1991,68689,Santander,San vicente de chucurí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Herida,Herida(s),,Operaciones militares,Publicado
445379,490573,26,9,1991,52051,Nariño,Arboleda,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445380,490574,10,10,1991,68081,Santander,Barrancabermeja,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445381,490575,26,10,1991,18753,Caquetá,San vicente del caguán,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445382,490576,7,11,1991,81794,Arauca,Tame,H,Rom,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445383,490577,28,11,1991,13670,Bolívar,San pablo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445384,490578,11,12,1991,41001,Huila,Neiva,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445385,490579,14,12,1991,68689,Santander,San vicente de chucurí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445386,490580,1,1,1992,68235,Santander,El carmen de chucurí,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445387,490581,8,1,1992,68689,Santander,San vicente de chucurí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Herida,Herida(s),,Operaciones militares,Publicado
445388,490582,13,1,1992,68081,Santander,Barrancabermeja,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445389,490583,12,3,1992,13683,Bolívar,Santa rosa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445390,490584,16,3,1992,5861,Antioquia,Venecia,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445391,490585,17,3,1992,68689,Santander,San vicente de chucurí,H,,Sin información,Civil,,,,Herida,Herida(s),,Tránsito por trocha o camino,Publicado
445392,490586,18,5,1992,50370,Meta,Uribe,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445393,490587,22,5,1992,68235,Santander,El carmen de chucurí,H,,Sin información,Civil,,,,Herida,Amputación de miembro(s) y otras,,Trabajos de casa,Publicado
445394,490588,1,6,1992,19256,Cauca,El tambo,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445395,490589,5,6,1992,85015,Casanare,Chámeza,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445396,490590,10,6,1992,20550,Cesar,Pelaya,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445397,490591,11,6,1992,68235,Santander,El carmen de chucurí,M,,Sin información,Civil,,,,Herida,Amputación de miembro(s) y otras,,Tránsito por trocha o camino,Publicado
445398,490592,9,7,1992,13473,Bolívar,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445399,490593,10,8,1992,5045,Antioquia,Apartadó,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445400,490594,15,8,1992,13688,Bolívar,Santa rosa del sur,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445401,490595,24,8,1992,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445402,490596,16,10,1992,15183,Boyacá,Chita,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445403,490597,24,10,1992,47288,Magdalena,Fundación,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445404,490598,20,11,1992,19212,Cauca,Corinto,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445405,490599,20,11,1992,13683,Bolívar,Santa rosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445406,490600,24,11,1992,20710,Cesar,San alberto,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445407,490601,16,12,1992,20750,Cesar,San diego,H,,Fuerza pública,Combatiente,,Agente del estado,Policía nacional,Muerta,,,Sin información,Publicado
445408,490602,22,12,1992,70508,Sucre,Ovejas,H,Afrocolombiano,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445409,490603,1,1,1993,68689,Santander,San vicente de chucurí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445410,490604,12,1,1993,13683,Bolívar,Santa rosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445411,490605,15,2,1993,54001,Norte de santander,Cúcuta,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445412,490606,20,2,1993,50711,Meta,Vistahermosa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445414,490608,31,3,1993,25394,Cundinamarca,La palma,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445415,490609,3,4,1993,5604,Antioquia,Remedios,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445416,490610,8,4,1993,15183,Boyacá,Chita,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445417,490611,16,4,1993,20060,Cesar,Bosconia,H,Afrocolombiano,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445419,490613,22,4,1993,81794,Arauca,Tame,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445420,490614,10,5,1993,13490,Bolívar,Norosí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445421,490615,23,5,1993,13458,Bolívar,Montecristo,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445422,490616,23,5,1993,13458,Bolívar,Montecristo,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445423,490617,7,8,1993,13655,Bolívar,San jacinto del cauca,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445424,490618,11,8,1993,86320,Putumayo,Orito,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445425,490619,11,8,1993,86320,Putumayo,Orito,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445426,490620,11,8,1993,86320,Putumayo,Orito,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445427,490621,11,8,1993,86320,Putumayo,Orito,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445428,490622,11,8,1993,86320,Putumayo,Orito,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445430,490624,16,8,1993,13683,Bolívar,Santa rosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445431,490625,3,9,1993,5887,Antioquia,Yarumal,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445432,490626,15,9,1993,27615,Chocó,Riosucio,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445433,490627,15,9,1993,5480,Antioquia,Mutatá,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445434,490628,18,9,1993,50006,Meta,Acacías,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445435,490629,18,9,1993,50006,Meta,Acacías,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445436,490630,15,10,1993,68001,Santander,Bucaramanga,H,,Sin información,Sin información,,,,Muerta,,Sin información,Sin información,Publicado
445437,490631,16,11,1993,5837,Antioquia,Turbo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445438,490632,21,11,1993,0,Sin informacion,Sin informacion,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445439,490633,17,12,1993,5887,Antioquia,Yarumal,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445440,490634,22,12,1993,73236,Tolima,Dolores,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445441,490635,30,12,1993,25662,Cundinamarca,San juan de rioseco,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445442,490636,22,1,1994,52233,Nariño,Cumbitara,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445443,490637,20,2,1994,73449,Tolima,Melgar,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445444,490638,7,3,1994,5837,Antioquia,Turbo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445445,490639,10,3,1994,18410,Caquetá,La montañita,M,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445446,490640,14,4,1994,41001,Huila,Neiva,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445447,490641,14,4,1994,41001,Huila,Neiva,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445448,490642,14,4,1994,41001,Huila,Neiva,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445449,490643,14,4,1994,13160,Bolívar,Cantagallo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445451,490645,23,4,1994,13654,Bolívar,San jacinto,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445452,490646,15,7,1994,15518,Boyacá,Pajarito,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445453,490647,16,7,1994,20011,Cesar,Aguachica,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445454,490648,21,7,1994,20443,Cesar,Manaure balcón del cesar,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445455,490649,27,7,1994,73236,Tolima,Dolores,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445456,490650,2,8,1994,54518,Norte de santander,Pamplona,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445457,490651,16,8,1994,25851,Cundinamarca,Útica,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445458,490652,19,8,1994,68689,Santander,San vicente de chucurí,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445459,490653,16,9,1994,68689,Santander,San vicente de chucurí,H,,Sin información,Civil,,,,Herida,Amputación de miembro(s),,Tránsito por trocha o camino,Publicado
445460,490654,18,9,1994,25398,Cundinamarca,La peña,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445463,490657,2,11,1994,19585,Cauca,Puracé,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445464,490658,13,11,1994,54820,Norte de santander,Toledo,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445465,490659,1,1,1995,47001,Magdalena,Santa marta,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Desconocida,,,Sin información,Publicado
445466,490660,3,2,1995,15442,Boyacá,Maripí,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445467,490661,27,2,1995,5660,Antioquia,San luis,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445468,490662,29,3,1995,19585,Cauca,Puracé,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445469,490663,10,4,1995,25335,Cundinamarca,Guayabetal,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445471,490665,20,4,1995,11001,"Bogotá, d.c.","Bogotá, d.c.",H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445472,490666,23,4,1995,52233,Nariño,Cumbitara,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445473,490667,29,4,1995,13670,Bolívar,San pablo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445474,490668,5,5,1995,5495,Antioquia,Nechí,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445475,490669,7,5,1995,68081,Santander,Barrancabermeja,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
445476,490670,10,6,1995,5001,Antioquia,Medellín,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
445477,490671,15,7,1995,15518,Boyacá,Pajarito,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
